;6 bar;7 bar ;8 bar;9 bar;10 bar;11 bar;12 bar;13 bar;14 bar;15 bar;16 bar;17 bar;18 bar
332;3,740002179;4,713793982;5,462632818;6,228927357;7,014272668;7,820660863;8,650596101;9,507325587;10,39520654;11,32030784;12,29146622;13,32220175;14,43440675
333;3,724675707;4,688532328;5,433239343;6,194850686;6,974853865;7,77507289;8,597774515;9,445851831;10,32311902;11,23477882;12,18821898;13,19441675;14,27053789
334;3,712147418;4,663313019;5,403975848;6,16102946;6,935858775;7,730140082;8,545934504;9,385833927;10,25320074;11,15253377;12,09007613;13,07485944;14,12056998
335;3,699720719;4,638117488;5,374822999;6,127434609;6,897245721;7,685800935;8,494981967;9,327123001;10,18520707;11,07315543;11,99629616;12,96215097;13,9817958
336;3,687394057;4,612931333;5,345758607;6,094039803;6,85897605;7,641999519;8,444832999;9,269589064;10,11892995;10,99629779;11,90628189;12,85521577;13,85218573
337;3,675165918;4,587735062;5,316765049;6,060816075;6,821014031;7,59868468;8,395412515;9,213117845;10,05418935;10,92167011;11,81954533;12,75320244;13,73018777
338;3,663034824;4,562514193;5,28782171;6,027740436;6,783325927;7,555809382;8,346652483;9,157608146;9,990830582;10,84902641;11,73568329;12,65542652;13,61459498
339;3,650999333;4,537254505;5,258911166;5,994789418;6,745880297;7,51333015;8,298491098;9,102969718;9,92871763;10,77815648;11,65435902;12,56133148;13,50445304
340;3,639058038;4,51194204;5,230015961;5,961940577;6,708647451;7,471206614;8,250872121;9,049121424;9,867730815;10,70887745;11,57528792;12,47045817;13,3989974
341;3,627209563;4,486563443;5,201119168;5,929172379;6,671599302;7,429401117;8,203743711;8,995990458;9,807763938;10,64103203;11,49822778;12,38242475;13,29760647
342;3,615452567;4,461104393;5,172204328;5,896464099;6,634709178;7,387878381;8,157058049;8,943509775;9,748721964;10,57448144;11,42296993;12,29690929;13,19976972
343;3,603785739;4,435552293;5,143255404;5,86379575;6,597951673;7,34660523;8,110770775;8,891619133;9,690520038;10,50910227;11,34933404;12,21363843;13,10506205
344;3,592207796;4,409894131;5,114256745;5,831148014;6,561302503;7,30555034;8,064840552;8,84026239;9,633080418;10,44478535;11,27716084;12,1323773;13,01312676
345;3,580717488;4,384116889;5,085193055;5,798502193;6,524738393;7,264684036;8,0192287;8,789388075;9,576333351;10,38143358;11,20631224;12,05292314;12,92366082
346;3,56931359;4,358208571;5,05604915;5,765840148;6,488236977;7,22397811;7,973898878;8,738948411;9,520214363;10,31895848;11,13666385;11,97509864;12,83640485
347;3,557994905;4,33215623;5,026810953;5,73314427;6,451776725;7,183405662;7,928816821;8,688898871;9,464664377;10,25727989;11,06810573;11,8987488;12,75113493
348;3,546760264;4,316859751;4,997463601;5,700397412;6,415336768;7,142940963;7,883950093;8,639197795;9,409629006;10,19632525;11,0005384;11,82373471;12,66765565
349;3,535608521;4,302251528;4,967993031;5,667582852;6,378897033;7,102559354;7,83926793;8,589806082;9,355057502;10,13602766;10,93387229;11,74993488;12,58579615
350;3,524538557;4,28776444;4,938385403;5,634684283;6,342437978;7,06223712;7,794741017;8,54068687;9,300902727;10,07632565;10,86802589;11,67723853;12,50540498
351;3,513549277;4,273396578;4,916477873;5,601685715;6,305940635;7,021951396;7,75034134;8,49180527;9,24712051;10,01716224;10,80292467;11,60554657;12,42634761
352;3,502639607;4,25914608;4,899679794;5,568571504;6,269386554;6,981680117;7,7060421;8,443128211;9,193669386;9,958484923;10,73850019;11,53476898;12,34850354
353;3,4918085;4,245011132;4,88302469;5,535326304;6,23275775;6,941401924;7,661817559;8,394624213;9,140510262;9,900244104;10,67468927;11,46482355;12,27176425
354;3,481054925;4,230989963;4,866510229;5,510654143;6,19603667;6,901096113;7,617642954;8,346263234;9,087606166;9,842393699;10,61143334;11,39563502;12,19603145
355;3,470377879;4,217080848;4,850134139;5,491665772;6,159206162;6,860742571;7,573494403;8,298016527;9,034922021;9,784890306;10,54867806;11,32713402;12,1212156
356;3,459776375;4,203282101;4,833894207;5,472842759;6,122249442;6,82032174;7,529348831;8,249856524;8,982424455;9,727692991;10,48637265;11,25925644;12,0472348
357;3,449249447;4,189592078;4,817788278;5,454182328;6,099070713;6,779814566;7,485183899;8,201756719;8,930081627;9,67076302;10,42446914;11,19194268;11,97401369
358;3,43879615;4,176009174;4,801814249;5,435681778;6,077899015;6,739202463;7,440977947;8,153691577;8,877863083;9,614063634;10,36292272;11,12513713;11,90148238
359;3,428415556;4,162531822;4,78597007;5,417338478;6,056915413;6,704995336;7,396709935;8,10563645;8,825739626;9,557559852;10,30169097;11,05878802;11,82957697
360;3,418106758;4,149158491;4,770253744;5,399149866;6,036116672;6,68143933;7,352359401;8,057567504;8,773683202;9,501218295;10,24073375;10,99284635;11,75823735
361;3,407868865;4,135887687;4,754663321;5,381113447;6,015499645;6,658098145;7,309200993;8,00946165;8,721666796;9,445007034;10,18001292;10,9272661;11,6874066
362;3,397701004;4,122717948;4,739196899;5,36322679;5,99506127;6,63496797;7,283229601;7,961296488;8,669664352;9,388895463;10,11949218;10,86200376;11,61703269
363;3,387602318;4,109647846;4,723852622;5,345487526;5,974798566;6,612045101;7,257500866;7,913050265;8,617650686;9,332854176;10,05913686;10,79701808;11,54706587
364;3,377571969;4,096675987;4,708628677;5,327893345;5,954708632;6,589325934;7,232010362;7,883041808;8,565601423;9,276854865;9,99891379;10,73226983;11,4774593
365;3,367609132;4,083801005;4,693523297;5,310441994;5,934788643;6,566806968;7,206753786;7,854900003;8,513492942;9,220870234;9,938791179;10,66772166;11,40816865
366;3,357713;4,071021566;4,678534752;5,293131279;5,915035845;6,544484794;7,181726962;7,827024618;8,480654489;9,16487391;9,878738467;10,60333787;11,33915195
367;3,34788278;4,058336366;4,663661356;5,275959054;5,895447559;6,522356098;7,156925829;7,79941072;8,450078516;9,109211795;9,818726241;10,53908427;11,27036915
368;3,338117694;4,045744127;4,648901459;5,25892323;5,876021171;6,500417652;7,13234644;7,772053523;8,419798018;9,075853161;9,758726136;10,4749281;11,20178206
369;3,328416978;4,0332436;4,634253451;5,242021767;5,856754134;6,478666314;7,107984957;7,744948376;8,3898074;9,042826302;9,704283824;10,41083784;11,13335419
370;3,318779884;4,020833563;4,619715755;5,22525267;5,837643963;6,457099024;7,083837646;7,718090761;8,360101232;9,010124731;9,668430693;10,34678316;11,06505057
371;3,309205674;4,008512819;4,605286833;5,208613996;5,818688238;6,435712801;7,059900877;7,691476289;8,330674246;8,977742161;9,632940545;10,29654399;10,99683763
372;3,299693628;3,996280197;4,590965179;5,192103845;5,799884594;6,414504741;7,036171112;7,665100691;8,301521326;8,945672494;9,597806148;10,25818763;10,9286831
373;3,290243035;3,984134548;4,57674932;5,17572036;5,781230726;6,393472014;7,012644912;7,63895982;8,272637501;8,913909815;9,563020496;10,22022602;10,88579654
374;3,280853198;3,972074751;4,562637816;5,159461727;5,762724384;6,372611859;6,989318926;7,613049637;8,244017946;8,882448384;9,528576799;10,18265117;10,84493246
375;3,271523433;3,960099703;4,548629256;5,143326175;5,744363371;6,351921586;6,966189888;7,587366217;8,215657967;8,851282627;9,494468472;10,14545532;10,80449535
376;3,262253067;3,948208326;4,534722263;5,127311971;5,726145543;6,331398571;6,94325462;7,561905738;8,187553005;8,820407136;9,460689129;10,10863098;10,76447643
377;3,253041441;3,936399565;4,520915486;5,111417421;5,708068803;6,311040252;6,920510022;7,53666448;8,159698624;8,789816654;9,427232573;10,07217086;10,72486719
378;3,243887903;3,924672383;4,507207604;5,095640869;5,690131107;6,290844133;6,897953074;7,51163882;8,132090511;8,759506074;9,394092791;10,03606793;10,6856594
379;3,234791817;3,913025765;4,493597321;5,079980694;5,672330454;6,270807774;6,875580831;7,48682523;8,104724468;8,729470433;9,361263942;10,00031533;10,64684508
380;3,225752555;3,901458717;4,480083372;5,064435312;5,654664891;6,250928794;6,853390419;7,462220273;8,077596411;8,699704906;9,328740357;9,964906436;10,60841649
381;3,2167695;3,889970262;4,466664515;5,049003172;5,637132508;6,23120487;6,831379038;7,437820599;8,050702362;8,6702048;9,296516525;9,929834808;10,57036614
382;3,207842047;3,878559443;4,453339533;5,033682756;5,619731437;6,211633731;6,809543953;7,413622943;8,02403845;8,640965549;9,264587093;9,895094195;10,53268676
383;3,198969598;3,867225322;4,440107236;5,018472578;5,602459854;6,192213158;6,787882496;7,389624122;7,997600903;8,611982713;9,232946857;9,860678526;10,49537129
384;3,190151568;3,855966977;4,426966455;5,003371185;5,585315971;6,172940985;6,766392064;7,365821032;7,971386046;8,583251967;9,201590756;9,826581904;10,4584129
385;3,181387381;3,844783507;4,413916047;4,988377152;5,568298043;6,153815094;6,745070112;7,342210644;7,945390299;8,554769103;9,170513867;9,792798599;10,42180493
386;3,172676469;3,833674023;4,400954888;4,973489084;5,551404361;6,134833415;6,723914159;7,318790004;7,919610171;8,526530021;9,139711403;9,759323043;10,38554095
387;3,164018274;3,822637656;4,38808188;4,958705615;5,53463325;6,115993924;6,702921778;7,295556229;7,89404226;8,498530728;9,109178702;9,72614982;10,34961467
388;3,155412248;3,811673552;4,375295943;4,944025407;5,517983075;6,097294641;6,6820906;7,272506505;7,868683245;8,470767334;9,078911228;9,693273663;10,31402002
389;3,14685785;3,800780872;4,362596019;4,929447148;5,501452233;6,078733631;6,661418308;7,249638084;7,84352989;8,443236047;9,048904564;9,660689451;10,27875107
390;3,138354548;3,789958794;4,349981071;4,914969553;5,485039154;6,060309;6,64090264;7,226948282;7,818579036;8,415933172;9,019154406;9,628392197;10,24380207
391;3,129901821;3,779206508;4,33745008;4,900591362;5,468742302;6,042018894;6,620541382;7,20443448;7,7938276;8,388855104;8,989656564;9,596377048;10,20916742
392;3,121499153;3,768523222;4,325002048;4,886311341;5,452560172;6,023861501;6,600332372;7,182094116;7,769272574;8,361998329;8,960406954;9,564639282;10,17484169
393;3,113146037;3,757908154;4,312635993;4,872128277;5,436491288;6,005835046;6,580273493;7,159924689;7,74491102;8,335359418;8,931401594;9,533174296;10,14081957
394;3,104841975;3,74736054;4,300350954;4,858040985;5,420534207;5,987937791;6,560362675;7,137923754;7,72074007;8,308935025;8,902636603;9,501977608;10,10709592
395;3,096586475;3,736879626;4,288145986;4,844048298;5,404687512;5,970168034;6,540597894;7,11608892;7,69675692;8,282721885;8,874108197;9,471044852;10,0736657
396;3,088379053;3,726464672;4,276020162;4,830149075;5,388949815;5,952524109;6,520977169;7,094417849;7,672958833;8,25671681;8,845812683;9,440371771;10,04052404
397;3,080219234;3,716114953;4,263972571;4,816342195;5,373319756;5,935004385;6,501498559;7,072908258;7,649343135;8,23091669;8,81774646;9,409954217;10,00766618
398;3,072106547;3,705829753;4,252002318;4,802626557;5,357796002;5,917607263;6,482160167;7,051557909;7,62590721;8,205318483;8,789906013;9,379788143;9,975087475
399;3,064040532;3,69560837;4,240108526;4,789001083;5,342377245;5,900331175;6,462960134;7,030364616;7,602648504;8,179919223;8,762287913;9,349869603;9,942783406
400;3,056020733;3,685450113;4,228290331;4,775464713;5,327062201;5,883174588;6,44389664;7,009326239;7,579564516;8,154716007;8,734888809;9,32019475;9,910749567
401;3,048046702;3,675354305;4,216546886;4,762016407;5,311849613;5,866135995;6,424967904;6,988440684;7,556652805;8,129706002;8,707705431;9,290759825;9,878981662
402;3,040117997;3,665320277;4,204877358;4,748655144;5,296738247;5,849213922;6,406172178;6,967705901;7,533910978;8,104886437;8,680734586;9,261561165;9,847475502
403;3,032234182;3,655347373;4,193280929;4,735379921;5,281726891;5,832406923;6,387507753;6,947119882;7,511336698;8,080254604;8,653973154;9,232595189;9,816227
404;3,024394829;3,645434947;4,181756794;4,722189754;5,266814357;5,81571358;6,368972952;6,926680663;7,488927677;8,055807856;8,627418084;9,203858406;9,785232167
405;3,016599515;3,635582364;4,170304162;4,709083676;5,251999479;5,799132502;6,350566132;6,906386318;7,466681675;8,031543601;8,601066398;9,175347402;9,754487112
406;3,008847824;3,625789;4,158922257;4,696060737;5,237281111;5,782662324;6,332285684;6,886234964;7,444596501;8,007459307;8,574915184;9,147058844;9,723988036
407;3,001139345;3,616054238;4,147610315;4,683120003;5,22265813;5,766301708;6,314130029;6,866224753;7,422670009;7,983552496;8,548961594;9,118989476;9,69373123
408;2,993473673;3,606377475;4,136367583;4,670260559;5,208129432;5,750049342;6,296097619;6,846353875;7,400900097;7,959820743;8,523202844;9,091136116;9,663713073
409;2,985850409;3,596758115;4,125193324;4,657481502;5,193693934;5,733903936;6,278186936;6,826620558;7,379284709;7,936261673;8,49763621;9,063495653;9,633930026
410;2,97826916;3,587195572;4,11408681;4,644781947;5,179350571;5,717864226;6,260396492;6,807023063;7,357821828;7,912872965;8,472259028;9,036065048;9,604378633
411;2,970729538;3,577689269;4,103047327;4,632161024;5,165098297;5,70192897;6,242724827;6,787559686;7,33650948;7,889652344;8,447068693;9,008841327;9,575055517
412;2,96323116;3,568238639;4,092074171;4,619617876;5,150936086;5,68609695;6,225170507;6,768228756;7,315345731;7,866597581;8,422062654;8,981821582;9,545957377
413;2,95577365;3,558843122;4,081166651;4,607151664;5,136862928;5,670366969;6,207732128;6,749028636;7,294328684;7,843706497;8,397238414;8,955002971;9,517080987
414;2,948356636;3,549502168;4,070324087;4,594761559;5,122877833;5,654737851;6,190408309;6,729957719;7,273456482;7,820976955;8,37259353;8,92838271;9,488423192
415;2,94097975;3,540215235;4,059545808;4,582446748;5,108979825;5,639208444;6,173197697;6,711014429;7,252727302;7,798406861;8,348125609;8,901958078;9,459980906
416;2,93364263;3,530981789;4,048831156;4,570206431;5,095167948;5,623777613;6,156098963;6,69219722;7,232139359;7,775994165;8,323832309;8,875726409;9,431751114
417;2,92634492;3,521801305;4,038179481;4,558039821;5,081441259;5,608444245;6,139110801;6,673504575;7,211690901;7,753736857;8,299711333;8,849685097;9,403730862
418;2,919086268;3,512673265;4,027590146;4,545946145;5,067798833;5,593207245;6,122231931;6,654935006;7,191380211;7,731632966;8,275760436;8,823831587;9,375917263
419;2,911866326;3,503597159;4,017062521;4,53392464;5,05423976;5,57806554;6,105461094;6,636487052;7,171205605;7,709680563;8,251977413;8,79816338;9,348307489
420;2,904684751;3,494572483;4,006595988;4,521974557;5,040763147;5,563018071;6,088797055;6,618159279;7,151165429;7,687877752;8,228360108;8,772678028;9,320898776
421;2,897541206;3,485598745;3,996189936;4,51009516;5,027368111;5,548063802;6,0722386;6,599950278;7,131258062;7,666222677;8,204906405;8,747373132;9,293688414
422;2,890435355;3,476675454;3,985843767;4,498285722;5,01405379;5,533201711;6,055784536;6,581858669;7,111481913;7,644713519;8,181614231;8,722246343;9,266673753
423;2,883366871;3,467802131;3,975556889;4,486545529;5,00081933;5,518430795;6,039433692;6,563883094;7,091835421;7,623348489;8,158481553;8,697295359;9,239852194
424;2,876335427;3,458978302;3,96532872;4,474873879;4,987663895;5,503750068;6,023184917;6,54602222;7,072317053;7,602125837;8,13550638;8,672517925;9,213221195
425;2,869340703;3,4502035;3,955158687;4,463270079;4,97458666;5,48915856;6,007037079;6,528274737;7,052925303;7,581043843;8,112686757;8,647911828;9,186778264
426;2,862382382;3,441477265;3,945046225;4,451733448;4,961586816;5,474655316;5,990989067;6,51063936;7,033658696;7,56010082;8,090020768;8,623474902;9,160520961
427;2,855460152;3,432799142;3,934990778;4,440263315;4,948663564;5,460239399;5,975039786;6,493114825;7,014515779;7,539295112;8,067506532;8,599205022;9,134446893
428;2,848573704;3,424168686;3,924991796;4,42885902;4,93581612;5,445909885;5,959188164;6,475699891;6,995495129;7,518625095;8,045142205;8,575100105;9,108553716
429;2,841722733;3,415585453;3,915048741;4,417519912;4,923043709;5,431665868;5,943433142;6,458393338;6,976595346;7,498089172;8,022925977;8,551158106;9,082839131
430;2,834906938;3,407049011;3,905161079;4,40624535;4,910345573;5,417506453;5,927773682;6,441193966;6,957815055;7,477685778;8,000856073;8,527377022;9,057300887
431;2,828126023;3,39855893;3,895328287;4,395034704;4,897720962;5,403430763;5,912208763;6,424100597;6,939152907;7,457413374;7,97893075;8,503754887;9,031936775
432;2,821379693;3,390114787;3,885549847;4,383887352;4,885169138;5,389437932;5,89673738;6,407112073;6,920607575;7,43727045;7,957148296;8,480289771;9,006744628
433;2,814667659;3,381716166;3,875825249;4,372802681;4,872689376;5,375527109;5,881358543;6,390227254;6,902177754;7,417255522;7,935507033;8,456979782;8,981722321
434;2,807989636;3,373362654;3,866153991;4,361780088;4,860280961;5,361697457;5,866071282;6,37344502;6,883862163;7,397367133;7,91400531;8,433823062;8,956867771
435;2,80134534;3,365053846;3,856535578;4,350818979;4,847943188;5,347948151;5,850874638;6,356764271;6,865659544;7,377603851;7,892641509;8,410817788;8,932178933
436;2,794734492;3,356789343;3,846969521;4,339918767;4,835675365;5,33427838;5,835767672;6,340183923;6,847568658;7,357964269;7,87141404;8,38796217;8,907653802
437;2,788156818;3,348568748;3,837455339;4,329078875;4,823476809;5,320687344;5,820749455;6,323702909;6,829588287;7,338447004;7,850321339;8,365254451;8,883290408
438;2,781612043;3,340391673;3,827992556;4,318298734;4,811346846;5,307174257;5,805819078;6,307320184;6,811717235;7,319050699;7,829361873;8,342692905;8,859086819
439;2,7750999;3,332257734;3,818580706;4,307577783;4,799284813;5,293738344;5,790975642;6,291034715;6,793954325;7,299774018;7,808534134;8,320275839;8,83504114
440;;3,32416655;3,809219325;4,29691547;4,787290059;5,280378842;5,776218265;6,274845488;6,776298401;7,280615647;7,787836641;8,298001588;8,811151507
441;;3,316117748;3,799907958;4,286311249;4,775361938;5,267094999;5,761546076;6,258751504;6,758748323;7,261574297;7,767267937;8,275868517;8,787416093
442;;3,308110959;3,790646157;4,275764583;4,763499817;5,253886075;5,746958221;6,242751782;6,741302971;7,242648699;7,746826593;8,253875021;8,763833103
443;;3,300145817;3,781433477;4,265274941;4,751703071;5,240751342;5,732453855;6,226845355;6,723961245;7,223837604;7,726511202;8,232019522;8,740400774
444;;3,292221963;3,772269482;4,254841802;4,739971084;5,22769008;5,71803215;6,211031271;6,706722061;7,205139786;7,706320381;8,210300469;8,717117374
445;;3,284339042;3,76315374;4,24446465;4,728303248;5,214701582;5,703692287;6,195308594;6,689584352;7,186554037;7,686252772;8,18871634;8,693981202
446;;3,276496703;3,754085826;4,234142977;4,716698966;5,201785151;5,689433461;6,1796764;6,672547068;7,168079171;7,666307039;8,167265637;8,670990587
447;;3,2686946;3,745065319;4,223876282;4,705157646;5,1889401;5,67525488;6,164133783;6,655609178;7,14971402;7,646481866;8,145946888;8,648143887
448;;3,260932392;3,736091805;4,213664071;4,693678708;5,176165751;5,661155763;6,148679848;6,638769664;7,131457434;7,626775962;8,124758645;8,625439489
449;;3,253209741;3,727164875;4,203505855;4,682261577;5,163461436;5,64713534;6,133313715;6,622027526;7,113308284;7,607188056;8,103699487;8,602875806
450;;3,245526313;3,718284125;4,193401154;4,670905688;5,150826499;5,633192852;6,118034517;6,60538178;7,095265455;7,587716898;8,082768015;8,58045128
